gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class,name,address,city,state,email,birthdate,phone#
M,176.5,77.28,22.797964,74.3,121.2,45.48,23.75,50.5,233.6,D,Micheal Peters,"PSC 7561, Box 5998",APO AP 54106,-,pvaughan@hotmail.com,1993-04-29,370-438-3715
M,178.4,74.55,18.750868,90.1,134.6,39.18,-4.72,41.8,192.8,B,James Castillo,831 Fox Mission Suite 046,Johnsonmouth, DC 77360,ruizalan@hotmail.com,1985-06-08,422-542-6232
M,173.7,75.87,25.513943,72.2,120.7,30.48,-2.87,34.2,168.2,D,Marcus Ross,5697 Jody Stream,Cochranhaven, NH 88663,fisherstanley@gmail.com,1993-12-12,678-538-3927
M,166.9,73.23,29.58411,84.8,147.9,40.26,5.92,37.8,213.5,D,Omar Andrews,Unit 2078 Box 9909,DPO AA 49600,-,christine62@hotmail.com,2001-07-26,001-362-346-1951
M,175.2,65.91,15.411733,80.6,113.2,44.07,10.61,56.8,245.5,B,Jeffery Sanchez,2804 Wells Avenue,Kathleenhaven, MN 64614,keith30@gmail.com,1985-07-16,799-234-1750
M,174.1,80.71,21.971164,99.9,180.1,51.34,7.38,42.1,197.6,B,Craig Brown,49043 Hughes River,North Harold, AL 67086,patrickpatterson@hotmail.com,1975-05-28,+1-348-366-2631
F,170.9,92.87,35.817525,78.8,125.2,34.49,20.53,38.7,158.6,D,Leslie Morrison,2916 John Bypass Apt. 395,South Miguelstad, OK 27540,daniellong@gmail.com,1993-03-12,(580)338-5261
F,155.9,49.23,26.459048,88.2,132.0,25.02,29.78,27.9,146.5,C,Valerie Perry,593 Julie Valley Apt. 548,Margaretbury, WI 36760,romanbrenda@gmail.com,1960-04-09,919-370-2376
M,173.1,63.11,25.868032,68.4,118.4,30.91,10.76,21.7,190.5,B,Jeffrey Blair,02010 Jesse Forges,Hopkinsshire, IL 69719,ejacobs@gmail.com,1975-04-23,+1-391-892-3931
M,162.6,65.02,28.0902,88.6,124.9,28.46,7.94,1.6,120.4,D,Ronnie Juarez,9492 Victoria Pines,Lake Danielton, KS 92146,keith07@hotmail.com,1968-11-29,001-671-717-6913
F,156.8,61.11,33.907497,83.4,139.2,33.16,8.37,26.2,126.5,B,Mary Rodriguez,479 Walker Light Suite 798,East Andrea, NM 94342,smichael@yahoo.com,1997-07-27,242-730-4370
M,161.6,65.2,23.490573,90.8,154.3,39.31,18.4,20.1,164.7,A,Dustin Brennan,7386 Jackson Islands Apt. 197,Hopkinsshire, AZ 70903,debra67@gmail.com,1979-06-14,+1-428-723-0817
F,176.1,85.47,29.170281,78.2,117.7,48.34,13.27,47.3,231.3,D,Nicole Hanson,"PSC 1768, Box 6163",APO AP 92788,-,gwendolyn16@gmail.com,1980-09-22,+1-676-243-2578
M,164.4,68.56,21.316662,102.4,161.5,50.8,2.54,33.5,169.3,B,John Keller,058 Harris Villages Suite 751,Hallshire, FL 76352,wrightlinda@yahoo.com,1974-03-29,(341)212-2540
F,177.4,71.74,25.254477,71.2,119.7,35.65,19.01,29.8,190.5,B,Casey Bray,4372 Martin Lakes,Alanview, AR 67455,phillipdawson@yahoo.com,1967-07-09,327-673-7742
M,173.5,80.8,19.929248,102.2,156.9,51.93,3.39,57.3,208.5,B,Jeffery Williams,524 Johnson Way,Port Johnnyview, CT 42771,robert77@yahoo.com,1988-11-15,001-796-560-6673
M,169.7,73.76,31.53494,86.9,113.4,38.15,8.81,30.2,178.5,B,Philip Cochran,54504 Mary Cove Apt. 115,East Ronald, MA 79312,natalierobinson@gmail.com,1997-09-15,001-722-369-2900
F,162.2,65.76,26.154662,76.9,119.5,34.05,13.75,42.2,178.4,D,Lydia Stewart,8825 Cody Squares Suite 505,Jamesmouth, CA 30651,reedrhonda@gmail.com,1978-04-29,990-350-6444
M,168.8,63.2,21.956208,74.5,108.2,29.28,15.62,41.3,159.7,C,Hector Perry,7125 Marcus Valley Apt. 023,New Cheryl, WA 72868,normanperez@gmail.com,1984-08-05,757-221-2414
M,181.6,79.91,10.652538,87.2,144.5,52.46,19.79,58.5,269.9,D,Glenn Morgan,4230 Christopher Trafficway,Harrisburgh, FL 83065,qwilliams@hotmail.com,2002-11-20,940-770-4641
F,167.6,63.0,24.060346,74.8,109.5,40.68,12.17,38.4,156.1,D,Vanessa Williams,768 Stewart Locks Suite 787,East Anthony, NH 90520,michael12@gmail.com,1998-10-08,920-511-1420
F,166.3,66.06,24.580438,81.8,145.5,46.48,6.12,36.5,211.4,B,Monica Roth,69096 Lauren Cape Suite 282,East Russellport, AR 99543,michael31@hotmail.com,1993-12-11,+1-741-967-4335
M,172.7,70.28,17.725711,86.4,126.7,43.8,10.71,32.6,226.9,D,Ronald Lewis,77979 Michael Coves,North Jimmy, ND 38992,michael99@yahoo.com,1979-12-06,(272)988-8361
M,171.8,65.97,17.273818,80.3,117.6,43.0,5.48,41.0,207.4,D,Kenneth Davis,85704 Kristen Way,Jacksonport, RI 27372,fwallace@gmail.com,1962-11-26,401-273-7268
F,150.1,49.05,40.167175,77.0,128.3,16.35,16.85,0.0,113.4,D,Monica Webb,6554 Anderson Fork Apt. 962,Perrybury, OH 46197,vanessa94@gmail.com,1994-07-24,(810)718-3273
M,171.1,70.29,20.302432,83.0,137.9,35.9,14.5,29.1,186.7,D,Chris Long,60204 Sharp Bypass Apt. 519,Josephbury, NE 36126,rileyguerrero@hotmail.com,1960-01-18,+1-810-618-1615
F,162.0,45.54,15.676145,89.1,159.8,28.19,27.11,45.0,179.9,B,Victoria Williams,97763 Thomas Club,North David, RI 80794,gina56@gmail.com,1996-08-30,599-395-2475
F,169.5,76.8,30.723792,68.8,121.0,30.13,7.76,47.2,164.6,A,Mary Wise,607 Davis Walks,Port Taratown, OK 51798,andersonbryan@hotmail.com,1992-09-25,001-301-202-6810
M,183.5,81.71,14.743941,70.4,126.7,58.38,-0.55,64.4,257.5,D,Richard Elliott,558 Cruz Mountains,East James, KS 96422,margaretrobinson@yahoo.com,2002-11-12,+1-924-683-3182
M,171.4,55.64,11.896928,77.5,131.2,28.71,20.89,53.0,222.2,A,Sean Jacobson,325 Massey Stream,Christopherberg, ME 89197,hughesryan@gmail.com,1999-12-16,(572)491-8829
M,170.1,73.55,28.409569,69.2,145.4,32.97,13.45,48.9,207.1,C,Mike Fields,67152 Kathy Expressway,Amandaview, TX 77254,madelinerodriguez@yahoo.com,1986-09-25,(675)400-7614
F,159.1,69.29,35.852244,62.8,114.4,33.06,3.23,14.7,148.6,B,Mrs. Ashley Silva,864 Alex Extension Apt. 304,Jasmineborough, GA 16823,parrishantonio@yahoo.com,2002-05-16,786-683-7079
M,164.2,55.26,12.927479,90.2,144.6,30.64,25.12,33.2,221.8,C,Danny Martinez,184 John Knolls Suite 042,Matthewstad, MD 79538,richard21@gmail.com,1967-08-11,608-238-3616
M,166.4,70.29,26.113785,93.8,150.5,38.05,14.71,32.4,150.9,B,Keith Martinez,72799 Scott Tunnel,Carlaburgh, SD 39546,fmurray@hotmail.com,1971-03-07,+1-781-466-8661
M,175.7,78.5,17.188985,96.0,144.3,39.44,16.24,61.9,240.6,D,Keith Larson,5392 Bailey Row Suite 140,Johnland, NH 43820,daltoncody@yahoo.com,1981-09-05,601-876-9720
F,167.9,82.06,31.44342,91.6,157.0,34.16,3.23,17.9,139.4,B,Mary Valdez,98735 Arnold Plains Apt. 287,Browntown, OR 47050,melanie43@hotmail.com,1960-08-15,+1-226-775-2255
M,172.1,74.11,28.946005,80.4,128.5,40.82,-3.57,4.1,168.5,B,Gregory Smith,50212 Hernandez Streets Suite 348,Port Donald, PA 30614,bellmaria@hotmail.com,1984-04-16,516-364-0396
M,166.9,60.42,15.609888,74.6,118.1,41.23,16.64,40.1,183.8,D,Kenneth Walters,959 Kimberly Ridges Apt. 462,South Larryfurt, CA 92715,gsmall@hotmail.com,1968-09-26,001-859-867-7248
M,160.8,59.06,28.628087,73.0,116.0,31.46,5.94,42.6,168.4,A,Matthew Taylor,4146 Thomas Lakes,New Scottport, UT 71040,lorireyes@hotmail.com,1986-06-02,(392)636-9344
M,169.5,79.02,25.0887,101.0,146.8,49.53,-1.06,37.4,215.0,D,Wesley Allen,133 Monica Point Apt. 416,Lynchmouth, MN 78668,daniel82@hotmail.com,1966-08-07,(668)369-8416
M,166.5,77.24,25.974964,93.2,144.9,45.56,13.5,48.9,193.0,B,Martin Dyer,1936 Brian Path,North Dennisborough, NE 70203,jasonevans@hotmail.com,1964-06-02,(786)581-4305
M,167.9,69.33,22.272046,67.1,114.1,34.14,8.5,23.7,196.1,D,Chad Bradshaw,3941 Craig Lights,Hamiltonton, IA 49674,oholmes@yahoo.com,1960-07-01,922-715-8851
M,180.5,71.13,9.256369,81.7,113.6,45.4,23.26,64.4,254.7,C,Michael Turner,33046 Smith Unions Suite 506,Lake Nicholas, NJ 98930,younglindsay@yahoo.com,2000-09-22,+1-501-880-3968
M,168.6,58.07,20.313723,88.8,133.0,37.11,14.93,46.4,204.9,D,William Olson,459 Cooley Corner,East Craig, VA 70930,andreagreen@hotmail.com,2001-06-28,209-254-7574
F,174.1,76.55,35.984075,75.7,141.2,32.67,0.97,15.9,127.8,C,Cassandra Chang,8008 Green Villages,Port Julie, CO 53252,chenshelly@hotmail.com,2002-11-01,+1-820-462-2203
M,172.9,77.68,12.273878,86.1,154.9,49.91,14.55,50.3,203.3,C,Steven Wells,0743 Galvan Valley Apt. 911,Danamouth, FM 46619,woodmarie@hotmail.com,1960-07-05,593-615-3300
M,163.0,56.01,21.609385,65.8,109.7,29.61,16.17,27.8,193.5,C,Austin Myers,7782 Holder Road Suite 991,West Chadfort, NH 86688,reginaryan@hotmail.com,2002-12-21,639-749-9527
M,175.5,89.81,18.076535,85.6,149.5,51.4,9.06,52.5,265.6,D,Chris Kirby,532 Jefferson Mount Apt. 195,Carolstad, FM 35518,timothyhardin@yahoo.com,1997-08-26,+1-488-428-9070
F,153.4,56.92,23.116234,73.7,119.2,28.62,27.46,40.2,121.8,C,Brooke Robbins,74142 Carroll Pike,New Kellyhaven, FM 48268,santiagopeter@gmail.com,1988-06-27,496-865-2555
M,164.4,72.35,30.607749,69.4,140.5,29.29,8.81,35.0,137.7,C,David Steele,2594 Alexandra Square,Amandafort, AS 47206,davidwilson@yahoo.com,1998-12-25,6882068446
M,167.6,61.61,24.557651,78.6,127.5,39.82,10.43,33.5,161.0,D,James Blanchard,3534 Andrea Place,East Russell, VI 27350,jeremygray@gmail.com,1959-04-01,001-395-840-3611
F,171.4,61.04,26.509418,92.7,157.0,34.19,13.54,38.3,179.0,A,Melanie Garcia,06655 Lopez Underpass Apt. 885,Samanthafort, PW 28426,teresarice@yahoo.com,2000-09-18,001-426-679-5995
F,162.3,71.71,36.312436,85.7,127.1,26.46,16.84,35.3,185.6,A,Linda Gibson,1636 Robles Spring Suite 650,Suarezbury, ID 80121,rwatkins@gmail.com,1984-07-27,(699)731-5552
M,164.5,71.44,30.204866,92.8,190.9,34.46,19.8,41.2,190.4,D,Travis Austin,"PSC 0582, Box 2124",APO AP 59232,-,daniellerose@hotmail.com,1998-10-08,940-431-1881
M,170.4,61.33,17.597423,64.5,96.3,36.66,3.38,33.8,179.0,C,Casey Norris,462 Lisa Meadows Apt. 973,Beltranport, FL 81302,xrobertson@yahoo.com,1971-04-05,+1-495-525-1829
M,170.8,65.89,21.013501,72.9,122.3,36.09,11.48,51.0,184.5,B,Anthony Harrington,735 King Lights Suite 286,Lake Saratown, AS 51316,lisacooper@gmail.com,1999-02-19,952-336-9035
M,184.6,99.91,20.412111,88.7,160.0,61.29,7.47,50.3,250.0,A,Stephen Smith,71113 Dustin Fort Suite 873,Josephland, VA 83575,vlucero@gmail.com,1999-06-05,580-947-1511
M,169.3,65.29,16.38395,66.2,115.3,29.45,16.64,42.5,182.4,B,Thomas Watson,5788 Emily Street Suite 862,South Zachary, VA 92854,dawn01@hotmail.com,1987-10-13,(827)267-0262
M,180.4,72.78,16.569052,70.1,125.3,49.04,16.84,34.0,206.7,A,Henry Davis,"PSC 7517, Box 5221",APO AA 20054,-,ncantu@gmail.com,1996-09-18,936-899-9959
M,181.5,85.59,18.46538,78.9,145.2,50.7,9.19,47.1,205.1,A,David Martin,821 Shea Mews Apt. 902,Kathrynmouth, KS 65465,megan68@yahoo.com,1998-10-28,001-950-774-1903
M,176.6,76.83,12.520498,53.0,110.8,46.01,10.39,43.1,261.9,A,Mr. Jamie Peterson,846 Paula Curve,Robertsonview, UT 76173,brad39@gmail.com,1980-03-13,234-886-9218
M,180.0,79.05,11.053354,87.0,166.1,54.13,18.52,60.9,237.4,C,Jason Williams,"PSC 8312, Box 4533",APO AE 02349,-,smithjohn@hotmail.com,1962-03-15,432-426-1393
M,161.5,63.28,29.366112,88.1,122.4,31.02,2.83,41.5,185.1,C,Reginald Santos,2934 Gonzales Groves,West Mary, MS 36744,loveemily@gmail.com,1998-03-25,(571)599-0344
M,174.0,75.22,16.844971,72.7,116.5,48.31,5.72,51.9,229.6,A,Timothy Watson,425 Mcclure Ridge Apt. 464,Padillaville, CO 32079,jennifermendoza@yahoo.com,1996-11-15,(308)560-4551
M,174.0,91.84,33.035681,78.8,152.1,34.3,2.79,42.9,192.4,D,David Villegas,155 Jessica Ramp,South Benjamin, RI 03772,hromero@gmail.com,1992-04-17,+1-537-527-3213
M,185.6,71.26,15.619659,96.4,164.1,42.68,21.27,45.3,246.2,C,James Payne,526 Wade Mill,West Ronnie, OR 72423,lyonssandra@hotmail.com,1987-09-12,+1-387-527-2141
M,161.0,63.03,17.457531,72.3,126.5,33.27,18.06,43.4,205.0,A,Scott Shah,818 Brittney Centers Suite 463,Perryport, CO 19926,slucas@yahoo.com,1961-07-29,584-460-6795
F,161.9,46.92,22.891687,77.0,128.1,27.12,15.58,48.9,176.4,B,Christy Moran,1464 Bailey Views,Port Susanbury, MP 20963,brownvirginia@yahoo.com,1988-03-20,502-841-4110
F,155.1,61.36,40.565241,95.5,139.9,17.83,17.59,14.7,97.4,D,Sara Thomas,301 Mcmahon Extensions Apt. 819,Bobbystad, DE 97246,angelica99@yahoo.com,1983-01-31,+1-831-529-3215
F,165.5,62.0,15.955652,80.3,136.9,51.03,34.05,60.3,254.8,B,Kathleen Cannon,29077 Wright Field,Spencerfort, AZ 11899,brittany08@gmail.com,1998-11-21,(427)778-5105
M,178.5,75.48,28.104402,88.1,147.8,35.02,10.66,41.5,232.1,D,Robert Powers,259 Gregg Flat Suite 220,Trevortown, WV 47179,carrmelanie@gmail.com,1974-09-04,+1-598-820-9305
F,156.8,49.31,30.48595,70.8,131.0,21.71,15.64,16.6,154.5,A,Mary Mclaughlin,511 Ellis Meadows,Wagnerville, OH 88994,pamela52@hotmail.com,1962-06-12,754-272-6771
F,176.1,65.35,9.73605,87.7,152.6,48.36,20.75,51.9,203.9,C,Rebecca Perry,6041 Weber Knolls Suite 917,Michaelborough, MT 11497,mwhite@yahoo.com,2001-10-21,(965)812-0108
M,171.4,61.19,13.673249,74.2,135.1,44.63,11.79,48.6,239.2,C,John Ross,791 Colleen Field,Lake Jasonfort, GU 45920,jharrington@yahoo.com,1999-05-15,342-970-5947
F,175.2,89.67,30.706643,77.2,126.2,45.33,22.64,56.5,229.0,C,Barbara Page,6614 Dudley Plaza Suite 212,West Anthonytown, KS 92162,shannon45@hotmail.com,1997-01-20,+1-353-457-5639
F,175.3,71.35,25.05648,98.9,150.9,38.54,1.58,29.1,183.9,A,Kayla Wilkerson,67342 James Prairie,Port Crystal, KY 94514,paula84@yahoo.com,1977-04-04,+1-588-741-0893
F,158.7,50.23,28.002142,93.1,144.6,26.11,28.66,27.7,156.5,B,Susan Sosa,085 Bray Squares Suite 744,South Jennifer, AR 72578,smithjuan@gmail.com,1961-01-27,310-351-5957
F,164.5,58.06,27.454304,69.4,123.8,21.26,7.29,45.3,156.7,B,Julia Thompson,USCGC Peck,FPO AE 54377,-,stephengeorge@gmail.com,2001-06-23,508-650-5616
F,164.3,66.69,23.284729,64.8,115.6,19.04,6.44,49.1,226.4,D,Rachel Tyler,068 May Falls Suite 485,Kennethland, UT 63938,edward01@gmail.com,2002-05-05,(956)324-2274
M,188.5,98.33,15.551949,82.1,134.1,54.55,21.98,56.5,251.0,B,Colton Vega,839 Adams Street Suite 292,Hortontown, WY 99039,lwells@gmail.com,1993-01-20,+1-618-870-8502
F,174.6,78.42,22.095459,79.4,136.1,40.17,18.45,36.8,202.9,A,Traci Mason,16331 Steve Harbors Suite 143,Port Tiffanytown, GA 51247,wramos@yahoo.com,2001-11-06,+1-841-419-9058
F,169.1,58.61,20.329988,68.3,131.6,42.73,22.84,49.8,203.7,A,Sandra Hernandez,1371 Lisa Manors,East Kaylee, ND 11171,kellycervantes@gmail.com,1997-03-10,001-591-984-4101
M,180.7,75.37,12.733993,53.6,117.2,46.14,-2.27,53.6,236.3,A,Samuel Santiago,821 Smith Station Suite 863,Tristanstad, NC 43730,lewisdana@hotmail.com,1994-02-16,369-728-4203
M,177.2,76.44,20.546845,99.2,172.7,45.12,26.53,35.8,177.4,A,William Garrett,405 Barrett Gateway,Leechester, MD 68230,richard27@hotmail.com,1998-07-28,001-218-364-2648
M,177.5,83.56,16.056233,96.6,163.0,42.84,6.54,42.1,217.4,B,Luke Gomez,1188 Mcdaniel Manor,Sharonhaven, NE 01828,maureen15@hotmail.com,1975-11-08,360-504-7072
M,172.2,66.71,26.208869,68.6,114.9,30.0,13.59,33.2,187.0,C,Micheal Lewis MD,4555 Brian Trace Suite 654,North Robertmouth, WA 24517,justin36@yahoo.com,2002-06-06,+1-302-938-2595
M,166.3,72.41,26.104142,81.6,125.4,37.82,4.56,29.2,163.5,D,Marcus Mclean,353 Garcia Garden Suite 494,Port Heather, LA 99295,jennifersmith@yahoo.com,1993-05-20,544-839-1866
F,166.1,49.9,11.933013,67.1,123.0,45.4,28.83,50.6,246.8,D,Sarah Turner,USNV Gordon,FPO AA 32165,-,icox@gmail.com,2000-11-23,413-229-1445
M,167.2,78.08,26.85802,82.5,155.4,42.82,14.02,58.7,190.3,B,Ronald Brown,785 Joanna Ports,East James, SD 51592,kleinmichael@yahoo.com,2001-10-24,(332)547-4704
M,168.8,54.34,12.46204,54.9,104.1,40.69,5.63,55.5,213.2,C,Douglas Martinez,27541 Ariel Crest Suite 730,Port Karenmouth, AR 23159,glang@hotmail.com,2000-04-23,+1-303-200-4806
F,171.8,64.31,23.107339,63.3,139.5,25.51,17.6,32.3,151.2,B,Amy Henderson,"PSC 6370, Box 8807",APO AE 27505,-,garymartin@hotmail.com,1990-10-28,+1-535-333-7278
F,155.5,59.3,37.960049,69.2,114.8,18.46,22.28,35.9,137.7,B,Jennifer Diaz,Unit 2889 Box 0842,DPO AE 18502,-,keithjorge@hotmail.com,2001-12-26,269-774-5705
F,166.2,66.11,30.438315,89.6,129.2,28.12,21.24,42.1,142.5,A,Megan Mosley,8349 Angela Isle,Port Brittany, WI 04443,dnovak@gmail.com,2002-10-24,+1-662-396-3095
F,168.8,60.05,17.579021,72.0,100.9,25.41,34.09,40.9,203.6,D,Victoria Young,931 Frederick Village Apt. 544,Burnsport, CT 78161,amanda37@gmail.com,2000-05-21,324-485-7118
M,171.2,65.79,15.310898,79.0,121.7,36.83,18.47,50.4,202.2,B,John Bryant,6652 Tran Mission Apt. 534,Hayeshaven, NC 28487,tara66@yahoo.com,1971-06-19,(333)701-4442
M,184.4,78.46,13.040436,94.9,149.0,54.74,9.63,62.2,263.3,D,Cody Colon,Unit 2654 Box 4403,DPO AA 07368,-,stacywilliamson@hotmail.com,1995-03-01,+1-270-232-9521
F,151.2,57.89,28.844027,74.1,143.8,28.09,24.9,31.8,187.9,D,Jordan Blanchard,32860 Sawyer Harbor,Millerborough, MH 22146,perezdylan@yahoo.com,1981-04-21,3467054051
M,174.9,65.59,14.005471,71.9,121.9,44.0,-3.67,58.8,241.0,D,David Hendrix,9901 Angela Drives Apt. 820,New Tyler, PW 68649,fbush@gmail.com,2002-12-16,(641)344-7209
F,158.7,65.17,21.094634,77.9,141.9,39.81,20.16,52.2,216.3,B,Sherri Johnston,01419 Christopher Cliff Suite 567,Davidsonmouth, AK 69233,josephparker@hotmail.com,1967-03-23,(968)458-5840
F,155.2,52.99,30.682784,70.1,129.2,25.41,27.64,33.9,167.5,A,Cheryl Peters,821 Patricia Rest Apt. 849,New Leeview, NY 68439,millerbrittany@hotmail.com,1985-12-07,700-797-2742
F,148.9,43.25,23.500537,88.4,143.6,24.02,10.01,24.2,118.8,A,Ana Myers,800 George Centers,South Kristie, IN 43094,alanyu@hotmail.com,2001-10-30,2794333244
F,176.7,71.03,25.800999,87.2,125.8,33.84,16.55,55.6,204.9,D,Mrs. Mary Mitchell,174 Mcmillan Pike Apt. 402,South Kellymouth, SC 10770,crystal70@gmail.com,2002-05-27,+1-722-762-4310
F,162.4,45.18,9.506033,65.3,116.8,25.82,29.11,58.3,171.0,C,Andrea Lewis,004 Melanie Light,Leonardborough, MP 27002,donald15@yahoo.com,1993-01-14,871-744-0261
M,173.8,76.05,19.184614,77.9,158.5,45.5,6.16,34.7,215.4,D,Tyler Newton,83374 Chad Road Suite 543,Port Jimmyfort, ND 98337,rhonda20@yahoo.com,1991-02-03,9434258558
F,163.3,46.42,19.95293,87.1,120.0,29.26,20.1,20.1,118.2,B,Brooke Williams,981 Joshua Drive Apt. 811,South Gina, ND 65087,williamsjason@hotmail.com,1994-06-24,(949)293-6645
M,180.1,82.61,19.718247,88.4,141.9,49.4,14.74,55.5,244.1,B,Gerald Bolton,351 Gordon Causeway Suite 888,Perkinsland, NM 89348,april84@yahoo.com,1996-07-13,(935)832-5277
F,168.6,66.58,29.545138,82.1,110.1,29.63,16.63,38.9,205.7,B,Veronica Browning,140 Jessica Radial Suite 582,Lowemouth, AR 82515,gregory98@yahoo.com,1999-08-25,636-943-7569
M,167.1,66.0,20.017642,63.9,124.3,43.09,8.16,60.3,233.1,D,Joshua Carey,653 Victoria Ports,East Ashley, AK 84388,maria15@yahoo.com,2002-06-28,430-319-2032
M,170.8,63.9,23.961651,74.6,132.2,31.66,18.69,36.7,153.1,C,Joshua Reese,63941 Horn Canyon,West Jenniferside, SD 29442,xmoore@yahoo.com,1967-07-08,+1-533-861-0855
M,177.6,96.59,39.101291,92.0,138.9,41.95,-1.44,0.0,177.3,D,Timothy Vaughn,42042 Shelly Mill Suite 282,Hannahstad, KS 49994,davisjames@hotmail.com,1961-09-01,001-721-320-1635
F,164.6,86.08,39.875008,108.3,151.1,43.4,33.52,0.0,130.2,B,Anne Parrish,200 Wallace Port Apt. 847,Clarkland, NM 90103,ryan51@hotmail.com,1960-09-04,8694793011
F,168.4,71.29,28.949053,90.5,158.9,35.19,16.56,35.7,142.5,A,Michele Mitchell,6658 Guzman Mews Apt. 093,Houseville, GU 81390,danielcarroll@gmail.com,1990-02-19,+1-759-264-9956
M,170.8,84.49,21.541038,64.4,142.2,47.2,0.46,47.8,220.3,D,Michael Smith,6972 Miller Well Apt. 772,Andrewland, FM 25106,qroberts@hotmail.com,1998-11-19,001-315-487-5332
M,164.6,80.45,29.273384,96.2,166.3,30.78,-4.15,29.1,177.8,B,Nicholas Brown,95736 Nicole Manors Apt. 791,Lake Andrew, PR 43797,ericanewman@gmail.com,2002-09-07,001-426-707-7216
F,171.3,76.55,23.398953,78.0,137.8,32.37,4.56,29.6,157.2,A,Theresa Anderson,80142 King Road Apt. 130,Jamesfort, SC 77040,collinspamela@hotmail.com,1959-06-13,690-715-1501
M,175.2,76.56,18.396892,88.8,156.9,45.33,23.73,45.6,229.1,C,Nicholas Howard,76497 Bruce Expressway Suite 085,South Joannaborough, UT 38171,nicolehoffman@hotmail.com,1989-03-27,339-828-5316
M,168.8,65.36,21.483903,59.5,100.4,33.3,15.28,58.9,188.0,D,Antonio Reed,431 Nelson Crescent Apt. 756,South Jennifer, MS 54955,thomasgreen@gmail.com,2002-05-24,(694)382-3033
F,155.6,52.09,28.809564,69.8,104.8,18.63,21.41,28.4,170.8,B,Haley Blanchard,5499 Tanner Ranch,Port Melindaberg, VT 11296,jameslewis@hotmail.com,1996-08-26,001-410-660-0268
M,174.7,62.91,17.421293,73.8,128.2,39.92,8.12,38.6,207.8,C,Carlos Hall,10244 Marcus Fort,Marshallberg, IN 75927,sgarza@hotmail.com,1966-06-01,+1-975-644-1835
F,162.9,52.54,23.688486,80.9,119.8,22.03,-4.16,23.9,192.0,A,Lisa Carlson,22296 Scott Trail,Port Stacey, MD 70048,amy23@yahoo.com,1993-11-20,001-664-232-6043
F,158.9,51.42,25.497997,84.5,112.1,38.6,33.81,55.8,209.5,C,Katherine Edwards,7291 Hall Mountains Suite 364,Reyesfurt, KS 12151,gnoble@yahoo.com,1980-08-18,001-252-385-0999
M,177.2,87.83,24.217942,74.4,146.3,33.16,32.46,61.1,232.4,A,Mr. Ryan Gross,418 Vanessa Garden,East Aliciachester, MN 73500,zmartin@gmail.com,1992-10-21,964-741-5613
F,168.1,85.33,29.225848,81.2,137.5,39.6,14.02,52.8,232.5,B,Kim Johnson,83012 Allen Plaza,Jessicafort, HI 63683,cchristian@hotmail.com,1992-04-20,001-797-217-2063
M,179.1,86.36,26.859194,62.1,121.4,36.76,11.26,28.4,201.8,D,Peter Velazquez,522 Gonzales Burgs Suite 500,Smithton, DC 20147,jacobli@gmail.com,1963-08-31,7716475244
F,161.6,66.43,25.594173,91.2,153.8,35.73,21.52,41.3,195.6,A,Maria Nichols,1689 Nicole Islands Apt. 146,Christinaton, MS 58799,williamsjames@yahoo.com,1961-03-15,(436)205-0958
M,183.5,88.67,22.843082,86.9,134.2,43.68,-3.6,52.8,228.4,D,Jesse Lewis,0050 Scott Forges,East Wendy, PW 20488,julieshannon@yahoo.com,2002-12-19,736-520-1387
M,168.3,72.85,13.117931,78.9,126.4,46.3,16.54,49.6,255.1,C,Stephen Robertson,USCGC Davis,FPO AE 36640,-,benjamin76@yahoo.com,1977-06-08,3197498748
M,178.2,69.46,12.898254,93.3,152.6,57.16,12.39,46.6,227.2,B,Travis Johnson,8721 Anthony Cape,Amyburgh, OR 21098,jmyers@yahoo.com,1960-12-14,+1-835-776-1388
M,157.4,64.23,33.633288,67.4,122.2,32.38,15.73,33.7,197.2,D,Richard Mcintyre,8692 Ronald Causeway Suite 823,Lake Sheila, AL 90553,ann48@hotmail.com,1983-08-27,611-263-8399
M,171.6,76.77,31.470991,108.5,192.3,40.23,18.16,50.8,201.6,B,Dustin Kim,9708 French Freeway,Kayleeport, MP 87408,katelyncole@hotmail.com,1963-12-10,369-482-9253
M,175.4,86.64,26.714488,77.7,129.6,52.13,19.55,43.7,221.7,A,Christopher Curry,390 Adam Oval Suite 039,Riosfurt, IL 45905,rubiovincent@gmail.com,1973-03-16,001-500-273-4614
F,163.8,72.86,21.73123,85.7,135.0,42.46,-1.61,44.6,228.9,D,Stacy Perez,0325 Wood Hills,Anthonyborough, VI 91639,ayerskelly@gmail.com,1974-07-16,+1-715-643-1581
M,166.7,54.03,25.469635,64.4,92.8,26.65,9.34,51.0,185.8,C,Robert James,4210 Sellers Pike Apt. 725,Port Lauraburgh, TX 34395,dmassey@yahoo.com,2001-05-12,3083499837
M,167.3,76.7,29.02872,84.3,125.6,36.76,12.67,26.2,154.9,B,Alec Bernard,93734 Brandon Mission,Timothyview, HI 08200,halechristopher@gmail.com,1963-03-22,506-642-3545
F,159.6,48.15,24.271417,79.5,147.1,10.81,27.29,18.2,156.3,B,Linda Miller,USNV Kline,FPO AE 49592,-,christinawilliams@yahoo.com,2002-04-20,741-234-8369
